Contig	viruses_3097x_sr.mmi.139536_S27_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139537_S33_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139538_S35_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139539_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139540_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139541_S25_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139542_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139543_S12_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139544_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139545_S147_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139546_S148_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139547_S149_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139548_S150_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139549_S151_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139550_S152_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139551_S153_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139552_S154_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139553_S155_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139554_S156_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139555_S157_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139556_S158_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139557_S159_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139558_S160_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139560_S161_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139561_S162_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139562_S163_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139563_S164_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139564_S165_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139565_S166_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139566_S167_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139567_S168_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139568_S169_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139569_S170_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139570_S171_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139571_S172_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139572_S173_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139573_S174_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139574_S175_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139575_S176_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139576_S177_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139577_S178_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139578_S179_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139579_S180_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139580_S181_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139581_S182_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139582_S183_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139583_S184_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139584_S185_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139585_S186_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139586_S187_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139587_S188_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139588_S189_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139589_S190_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139590_S191_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3106_S36_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3107_S37_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3108_S38_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3109_S39_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3110_S40_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3111_S41_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3112_S42_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3113_S43_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3114_S44_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9007_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9008_S2_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9009_S3_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9010_S4_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9011_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9012_S6_R1_001.fastq.gz_filtered Read Count
PR26_contig_33479_pilon	260	281	310	1913	2048	706	2023	1449	3193	70	60	44	557	727	603	1030	1069	2299	18	17	6	624	620	600	4806	3007	2510	257	122	311	455	480	547	182	183	127	470	391	527	475	659	516	428	534	743	753	780	605	566	611	696	928	808	820	120	111	173	9	5	8	0	0	0	1042	627	541	23	19	17
PR26_contig_33480_pilon	9	3	13	160	181	67	166	167	287	6	9	6	5	41	57	4	0	1	0	2	0	132	91	86	0	4	2	0	0	0	8	23	26	2	8	4	52	83	2	116	165	173	1	7	38	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	32	2	4	0	0
PR26_contig_3353_pilon	58	52	39	478	481	251	357	86	179	3367	1117	1661	349	437	378	15	23	14	15083	4349	6495	1849	810	771	160	114	334	602	1439	826	561	416	231	25	64	58	292	209	344	49	50	232	32	31	202	106	91	121	56	64	128	13	24	23	18	7	38	30	14	7	18	15	12	492	721	136	65	12	41
PR26_contig_33693_pilon	0	0	0	43	63	44	586	583	1190	0	1	4	46	62	65	792	220	1803	1	2	1	78	68	75	1676	1181	1412	1	0	0	23	23	19	602	1089	446	0	0	0	31	24	31	347	419	826	1	0	0	4	1	0	85	89	132	2	2	2	36	25	18	50	37	27	32	42	25	1398	533	938
PR26_contig_33695_pilon	2	2	0	21	33	22	217	274	442	1	0	0	159	254	246	455	242	1099	2	17	0	868	663	731	9231	7843	8187	0	0	0	614	820	509	1657	1671	1064	0	0	0	92	230	165	748	811	1493	0	1	0	13	11	11	42	27	36	0	0	0	14	4	0	14	12	8	558	1001	659	1880	546	1147
PR26_contig_33863_pilon	19	13	9	14	21	6	8	2	1	20	12	15	10	17	16	0	0	0	437	8504	6137	3434	1858	2175	11	2	96	7	9	4	85	83	45	2	27	5	15	10	24	14	12	8	2	0	6	4	0	0	2	2	2	0	0	0	7	5	5	2	6	3	0	1	2	8	135	23	19	0	8
PR26_contig_33864_pilon	1	2	2	16	12	10	13	1	4	6	17	21	18	20	32	5	0	4	4	79	75	109	90	54	1	3	5	3	21	5	244	126	72	0	16	3	9	8	6	12	11	16	2	5	35	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	35	110	54	7	4	0
PR26_contig_33865_pilon	5	6	8	17	20	11	9	9	23	526	348	459	583	844	896	0	0	0	32	319	106	327	213	207	5	39	51	0	8	1	115	87	62	19	15	10	6	5	7	11	9	14	11	30	132	0	0	0	0	0	0	1	5	5	1	1	0	13	3	0	3	2	5	10	118	34	39	3	22
PR26_contig_33973_pilon	0	0	2	2	5	2	7	2	5	110	66	95	28	39	33	0	0	0	3127	2678	2040	1718	913	879	218	262	535	250	112	192	270	632	345	64	206	59	595	657	127	28	42	54	8	16	99	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	1019	562	93	384	55	53
PR26_contig_33974_pilon	15	23	6	275	301	111	154	54	122	1773	1225	2299	25	42	36	0	3	4	1380	892	974	762	247	209	11	19	80	104	28	80	114	223	140	10	66	8	70	64	20	12	32	31	2	31	109	2	0	7	2	1	3	0	0	0	0	0	0	2	0	2	0	1	0	652	410	41	50	3	9
PR26_contig_33988_pilon	0	0	0	0	0	0	2	2	2	12	4	16	9	10	9	0	0	1	20	12	9	46	29	20	201	288	442	1	1	2	7	11	8	14	26	11	0	0	0	0	1	0	0	8	19	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	0	40	27	2	103	19	14
PR26_contig_34123_pilon	19	30	17	438	404	182	233	56	154	810	558	733	186	256	216	0	0	8	147	580	570	649	300	279	20	53	79	120	34	46	211	246	208	10	88	19	190	155	131	74	108	134	30	44	287	32	24	102	53	49	89	0	2	7	2	4	0	11	12	1	6	4	5	98	426	75	69	11	12
PR26_contig_34126_pilon	90	89	71	923	884	291	624	148	344	941	581	961	178	215	257	4	9	22	114	471	447	521	205	211	71	43	102	163	51	74	296	348	293	57	195	79	433	570	263	156	226	270	103	116	886	15	16	64	26	66	109	6	9	14	5	7	5	33	19	12	15	18	7	154	420	108	134	11	57
PR26_contig_34157_pilon	748	997	939	1785	1811	688	1059	279	615	3319	1670	2361	1019	1205	1509	26	30	42	1310	2618	1194	1675	1282	1486	134	78	193	61	32	111	657	1016	633	44	121	43	542	597	641	210	206	439	29	14	189	242	100	129	70	94	72	22	21	18	102	60	131	237	165	128	58	55	52	331	607	351	54	22	43
PR26_contig_34219_pilon	0	0	0	29	43	8	30	13	47	0	0	0	2	7	5	0	0	1	0	0	0	125	85	124	6	0	5	0	0	0	1	4	5	0	5	0	15	12	0	7	19	19	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	2	0	0	0
PR26_contig_34224_pilon	37	47	40	610	894	240	365	128	206	37	18	34	8	55	83	1	19	5	309	71	217	112	63	60	6	10	13	4	7	2	12	41	17	8	33	4	47	65	17	0	0	1	36	50	163	31	14	47	29	14	20	0	0	1	0	0	0	1	0	4	0	0	0	41	12	1	56	21	19
PR26_contig_34267_pilon	27	42	28	416	463	217	238	24	52	140	65	86	31	14	24	1	6	2	306	121	180	154	100	139	2	4	10	119	83	174	40	55	32	2	14	0	35	27	23	11	17	21	2	6	25	1	3	6	13	27	22	0	0	0	13	11	9	5	0	3	5	5	2	395	220	12	16	0	3
PR26_contig_34299_pilon	3	9	4	41	32	10	19	1	8	19	21	22	16	28	16	0	1	0	607	523	532	709	427	522	22	6	15	127	39	102	137	166	110	10	76	5	29	22	14	14	21	32	0	2	73	9	21	21	12	14	12	1	0	0	0	0	0	5	0	1	0	0	2	142	205	28	42	0	7
PR26_contig_34412_pilon	0	0	0	136	101	94	312	219	433	0	6	2	620	841	695	1477	1501	1257	6	2	0	231	297	331	716	535	452	2	2	0	200	185	236	175	151	132	0	0	1	316	370	246	125	156	92	1	0	0	9	4	11	129	140	119	6	11	1	255	220	372	22	34	28	604	356	340	98	132	75
PR26_contig_34692_pilon	143	172	146	693	636	249	457	155	275	1266	428	566	747	980	898	20	25	62	289	618	442	429	313	361	100	87	93	218	89	258	1312	1234	1051	61	108	38	379	357	389	469	475	768	36	48	175	34	22	30	54	48	56	10	7	18	147	74	170	251	145	129	12	3	11	486	675	523	60	18	52
PR26_contig_34763_pilon	4	0	1	328	355	112	176	62	128	5	3	2	68	118	199	0	0	8	6	15	8	144	102	59	15	9	4	20	6	18	179	421	280	19	83	16	63	56	9	13	41	29	1	5	21	3	2	8	2	6	5	2	0	0	1	2	3	6	1	4	3	0	0	243	252	72	16	0	0
PR26_contig_34771_pilon	13	11	2	87	51	24	39	3	10	69	58	101	238	266	226	3	6	67	30	8	24	197	153	155	39	95	73	61	10	77	92	122	115	50	40	40	87	117	104	50	72	53	1	6	7	42	57	51	34	37	50	9	6	10	40	26	68	90	84	74	6	0	2	157	137	137	5	0	12
PR26_contig_34772_pilon	9	8	13	61	52	24	46	1	12	66	72	51	173	243	178	21	0	147	36	5	10	119	84	105	16	73	69	45	7	33	95	34	52	15	13	14	89	105	104	38	83	65	3	3	12	24	38	79	35	50	82	11	19	20	43	23	78	105	66	50	3	5	8	28	57	58	9	0	4
PR26_contig_34775_pilon	8	5	5	8	6	6	6	2	0	6105	5127	5006	10337	9162	11061	21	0	11	900	2117	3139	2591	1671	1889	31	10	37	2	12	6	43	40	30	0	5	0	24	20	18	12	16	15	3	1	2	3	7	17	45	48	47	3	6	2	19	10	12	2	3	3	0	1	2	6	15	6	4	0	4
PR26_contig_34778_pilon	0	4	5	25	25	16	23	0	3	28	18	32	33	59	48	1	0	10	19	4	9	67	47	62	5	21	11	26	4	39	28	27	20	3	8	3	56	61	33	10	32	30	0	1	0	22	18	31	29	48	61	2	2	9	13	2	15	14	9	15	0	5	7	8	26	3	3	1	0
PR26_contig_34824_pilon	433	554	444	1700	1984	821	1361	278	635	1276	278	438	559	687	724	17	56	76	85	219	110	339	179	162	69	78	120	19	9	12	131	164	101	29	55	23	245	278	168	37	44	93	34	27	112	21	3	17	4	5	17	2	3	3	24	9	25	132	83	56	15	27	22	163	177	64	51	29	32
PR26_contig_34827_pilon	198	231	192	767	780	268	426	168	281	1702	948	1910	550	671	774	10	13	13	768	1141	554	744	597	610	32	45	59	24	6	23	98	218	106	14	30	8	882	1053	562	66	69	133	10	2	57	33	12	35	6	4	7	1	5	4	18	9	15	88	77	44	26	20	22	99	138	52	30	10	20
PR26_contig_34887_pilon	12	14	10	76	42	14	37	3	13	17	19	29	111	76	92	10	10	15	94	85	69	612	325	313	171	190	187	9	5	20	127	194	113	11	44	30	61	48	33	36	39	33	3	12	23	13	4	7	13	10	11	1	0	4	2	4	7	3	8	6	0	0	0	45	93	66	39	4	11
PR26_contig_34888_pilon	728	741	621	3928	4533	1392	2654	1143	2257	1573	818	1170	1241	1657	1579	330	171	277	409	2418	1025	2583	1491	1193	277	394	423	650	753	719	2803	3723	2439	289	640	175	984	1055	620	513	699	819	162	183	509	406	456	551	790	832	1232	97	125	112	123	74	174	445	357	141	43	35	21	399	1705	757	417	39	212
PR26_contig_34989_pilon	161	174	151	1556	1438	862	1326	432	862	1467	389	527	486	639	555	10	33	32	205	513	370	746	436	395	112	119	235	333	119	323	1701	1562	1319	153	258	168	1032	698	1447	965	944	2122	171	153	706	225	149	249	205	243	396	46	52	77	65	40	88	314	186	172	15	27	25	1105	1635	575	211	63	137
PR26_contig_35038_pilon	1134	1354	1206	2606	2913	897	1291	171	366	1631	1056	1504	1101	1425	1533	44	25	70	287	1587	1288	1381	1065	1236	153	161	161	38	35	52	401	602	392	21	48	32	1472	1603	1018	449	492	626	20	18	35	87	44	83	34	55	61	1	4	6	82	51	76	340	222	85	39	34	49	52	331	165	19	1	18
PR26_contig_35115_pilon	1	1	1	14	12	5	4	3	1	211	102	146	148	186	161	0	0	0	3132	2566	3010	2197	1039	1207	127	182	274	10	8	21	61	67	35	6	27	8	2	1	3	0	0	0	4	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	1	80	97	26	38	8	6
PR26_contig_35116_pilon	3	7	3	14	10	1	9	4	8	341	192	261	253	379	301	0	0	0	1185	3082	4271	2523	1472	1691	174	213	284	3	2	10	71	70	80	27	62	19	5	3	5	7	3	2	2	0	15	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	155	26	92	2	36
PR26_contig_35157_pilon	30	25	25	31	35	22	27	6	17	118	106	135	86	91	89	1	2	0	24	31	21	364	280	204	29	10	21	9	7	6	59	51	41	1	2	4	19	20	19	24	39	36	3	4	1	19	6	4	10	23	15	0	0	2	44	17	38	35	35	14	0	0	0	26	93	47	4	1	3
PR26_contig_35294_pilon	27	26	33	536	457	212	451	163	322	1805	174	321	106	169	133	2	27	19	149	305	127	535	127	127	96	65	156	140	52	181	723	495	277	28	80	35	138	79	210	35	32	275	97	104	667	7	13	25	14	8	4	3	1	3	10	2	16	42	26	34	27	19	18	1135	1139	112	92	26	74
PR26_contig_35312_pilon	1254	1181	1116	2219	2393	853	1953	1296	2551	3277	2686	3839	1631	1711	1903	874	334	234	420	1535	1080	1784	1111	1320	1156	843	988	61	154	291	547	547	267	1317	1301	1394	636	547	504	361	359	517	1994	1786	5230	19	16	41	20	35	47	697	1025	1403	290	143	251	844	633	349	263	167	172	130	304	190	4843	1647	3908
PR26_contig_35662_pilon	0	0	0	0	0	0	0	0	0	2	2	0	5	21	10	0	0	0	25	88	104	388	356	337	13	9	8	6	0	2	0	0	1	0	0	0	0	0	4	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PR26_contig_35812_pilon	133	141	96	148	130	159	160	17	35	166	176	187	153	198	168	0	0	2	327	266	137	271	271	309	18	2	7	616	212	381	263	227	297	46	44	40	76	58	78	199	175	158	12	8	13	361	330	305	390	352	278	72	41	24	195	188	269	59	64	61	0	2	1	548	275	368	13	23	13
PR26_contig_35900_pilon	5637	2508	2064	22479	14011	7449	11510	2042	4346	12442	1502	2971	557	2019	815	46	417	2066	426	4743	723	3738	663	640	430	285	932	1316	374	1116	10070	5813	717	117	258	513	2111	2001	6343	1632	584	10040	1214	79	1297	876	502	5092	1177	1281	1353	79	329	501	12	53	38	2513	1074	572	109	75	71	2146	6700	553	438	47	655
PR26_contig_36085_pilon	0	0	0	10	9	2	7	5	8	6	0	0	0	0	0	0	0	0	5449	11973	6696	6764	4113	5025	66	21	229	28	10	33	328	309	184	24	254	81	9	4	19	10	0	35	42	117	1105	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2245	2665	118	553	50	113
PR26_contig_36144_pilon	4333	3865	3520	9933	12038	3845	5930	1262	2253	22096	7990	10087	2453	3353	2702	25	89	54	140	3258	1213	4438	1280	789	152	293	649	116	295	216	2175	1506	465	29	231	219	16432	12310	18731	3489	3350	10474	756	203	2069	323	97	674	116	159	338	12	32	116	145	129	192	1541	813	277	664	473	475	335	1447	229	346	20	299
PR26_contig_36344_pilon	0	0	0	20	21	9	102	126	238	18	13	11	0	6	7	1	0	1	155	83	144	287	229	258	0	3	8	6	1	18	15	19	13	0	0	0	8	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	44	29	2	10	0	6
PR26_contig_36451_pilon	2	3	2	849	842	324	447	30	47	608	193	318	146	166	183	5	0	7	3287	4855	3655	2341	1474	1465	64	80	190	1428	335	2080	1158	1181	927	25	104	11	111	80	73	23	31	59	0	2	57	133	150	196	109	128	212	12	22	43	17	14	11	33	21	15	8	4	8	514	549	269	64	6	16
PR26_contig_36542_pilon	0	0	0	0	0	0	0	0	1	4	4	1	0	0	0	0	0	0	73	143	162	232	156	161	3	1	0	28	14	56	88	161	109	4	22	1	140	193	11	0	7	10	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	117	45	6	0	0
PR26_contig_36547_pilon	62	83	77	1078	1251	416	639	136	229	39	21	49	47	95	133	3	0	4	457	342	327	300	297	316	10	14	13	230	89	328	227	575	324	4	83	3	68	71	20	36	44	58	6	10	48	33	45	44	83	62	111	20	17	9	4	8	4	4	4	17	7	6	4	469	361	62	40	5	10
