Contig	viruses_3097x_sr.mmi.139536_S27_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139537_S33_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139538_S35_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139539_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139540_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139541_S25_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139542_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139543_S12_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139544_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139545_S147_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139546_S148_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139547_S149_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139548_S150_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139549_S151_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139550_S152_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139551_S153_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139552_S154_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139553_S155_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139554_S156_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139555_S157_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139556_S158_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139557_S159_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139558_S160_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139560_S161_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139561_S162_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139562_S163_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139563_S164_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139564_S165_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139565_S166_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139566_S167_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139567_S168_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139568_S169_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139569_S170_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139570_S171_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139571_S172_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139572_S173_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139573_S174_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139574_S175_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139575_S176_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139576_S177_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139577_S178_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139578_S179_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139579_S180_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139580_S181_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139581_S182_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139582_S183_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139583_S184_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139584_S185_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139585_S186_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139586_S187_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139587_S188_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139588_S189_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139589_S190_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139590_S191_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3106_S36_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3107_S37_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3108_S38_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3109_S39_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3110_S40_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3111_S41_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3112_S42_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3113_S43_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3114_S44_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9007_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9008_S2_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9009_S3_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9010_S4_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9011_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9012_S6_R1_001.fastq.gz_filtered Read Count
139539_COM_NODE_2575_length_23740_cov_5.639645	659	798	780	1381	1452	467	725	58	127	856	512	1157	439	525	529	0	2	5	112	317	139	100	84	104	5	6	12	3	0	1	25	10	10	0	2	1	68	45	121	29	17	47	0	0	3	37	23	16	2	5	3	0	0	0	9	2	7	176	126	48	21	21	21	5	10	7	2	0	1
139539_COM_NODE_2590_length_23682_cov_16.866128	0	0	0	2830	3181	1242	4260	3653	7396	0	0	1	3	10	9	103	209	372	0	0	0	5	0	1	17	43	54	0	0	0	0	0	0	2	5	4	0	0	0	11	13	8	8	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	18	0	0
139539_COM_NODE_2596_length_23655_cov_7.621822	214	231	222	1804	2248	824	2209	1310	2561	116	59	83	416	612	548	37	31	184	3	47	19	134	130	82	109	83	181	0	0	0	245	305	201	516	757	432	12	6	6	15	28	26	36	73	377	0	0	0	0	0	0	0	0	0	6	0	6	28	17	16	2	0	1	171	520	279	726	86	358
139539_COM_NODE_2687_length_23190_cov_10.969094	271	359	364	1616	1747	600	798	50	114	3	6	7	117	123	125	4	6	7	0	2	0	27	49	57	13	4	3	7	8	35	216	484	276	2	26	5	80	92	91	112	164	289	8	14	30	5	6	1	5	5	6	4	3	5	7	6	6	33	20	13	8	11	3	127	259	98	35	17	28
139539_COM_NODE_2700_length_23139_cov_7.935107	46	62	67	1830	1921	609	826	63	189	3	0	1	132	169	187	321	201	195	2	0	0	9	19	16	64	58	26	157	115	173	558	512	593	104	119	89	1532	1404	1694	529	788	567	132	136	204	1955	2736	1738	1612	1484	1865	407	324	272	14	23	40	2	3	0	0	0	0	1090	595	418	6	9	13
139539_COM_NODE_2710_length_23060_cov_6.289328	58	57	52	1123	1179	425	713	103	175	892	369	423	557	806	675	4	11	14	31	316	244	315	175	198	32	33	104	12	11	18	279	281	204	44	52	36	57	50	45	50	45	70	23	18	96	7	1	3	2	1	3	0	0	0	12	5	3	73	53	26	4	9	4	175	417	96	60	19	23
139539_COM_NODE_2735_length_22928_cov_12.801382	57	73	63	2493	2240	1031	1910	611	1134	397	265	343	144	193	153	0	6	15	47	94	117	160	64	73	18	33	80	21	5	22	59	74	78	6	22	7	108	83	92	71	73	161	15	25	224	72	105	164	119	149	282	1	4	18	4	0	1	9	5	2	6	8	4	105	241	30	35	4	1
139539_COM_NODE_2781_length_22716_cov_6.445082	39	71	33	1590	1962	690	909	99	168	0	0	8	0	0	4	2	10	2	0	0	0	0	0	0	2	0	3	2	0	2	0	0	0	0	0	0	352	386	56	27	27	23	0	0	2	3	5	1	0	0	0	0	0	0	12	17	22	5	7	8	9	19	7	4	0	0	1	0	1
139539_COM_NODE_3134_length_21091_cov_4.938296	67	51	63	1131	983	527	664	24	64	34	0	6	2	5	0	0	8	2	0	0	0	2	0	0	0	5	8	0	0	0	0	0	0	4	0	0	4	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
139539_COM_NODE_3185_length_20876_cov_6.201864	171	215	206	1261	1347	376	511	26	98	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	11	3	8	0	0	5	0	0	0	53	121	82	117	123	168	82	70	39	28	15	53	0	4	2	0	0	0	0	1	0	0	0	0
139539_COM_NODE_3342_length_20295_cov_12.117737	105	119	146	2017	2074	801	1226	83	156	812	244	359	159	174	171	4	8	9	53	58	126	158	51	64	27	23	76	0	5	0	18	11	6	5	16	2	114	67	93	5	11	32	0	2	40	0	0	1	2	2	2	0	0	0	14	1	8	44	23	15	13	12	21	32	86	0	27	4	1
139539_COM_NODE_3471_length_19767_cov_6.244825	8	18	8	1299	1253	535	867	104	198	51	3	17	32	48	30	0	4	6	0	2	0	21	2	0	1	19	66	0	0	0	2	3	0	6	8	8	4	3	17	9	4	96	12	22	294	0	0	2	0	2	6	0	0	2	0	0	0	0	0	0	3	2	0	51	139	71	33	0	14
139539_COM_NODE_3680_length_19036_cov_5.699173	23	22	29	1135	1242	414	838	264	474	20	19	14	15	12	22	4	46	4	1	0	0	0	1	0	0	2	21	102	79	141	60	49	56	0	9	0	127	80	78	14	25	28	0	2	9	25	44	30	59	48	60	2	1	4	13	20	9	16	10	30	5	5	6	95	53	18	3	0	4
139539_COM_NODE_3712_length_18947_cov_13.378943	217	322	249	2537	2194	940	1393	69	148	950	697	861	98	167	89	2	8	17	169	109	119	508	608	595	30	39	68	283	91	111	280	267	178	18	116	23	15	28	14	3	4	11	0	15	125	20	42	60	64	54	100	2	2	15	0	0	0	1	0	2	5	6	2	1840	1346	59	292	50	60
139539_COM_NODE_3887_length_18359_cov_4.029775	106	163	115	784	693	315	409	79	152	70	35	45	14	19	24	45	65	31	0	0	0	4	0	0	1	6	2	0	2	5	1	4	8	0	0	0	66	47	68	21	21	33	1	4	8	38	14	56	17	32	34	1	2	1	2	2	0	7	6	0	7	6	5	8	7	0	0	0	0
139539_COM_NODE_4088_length_17692_cov_4.898395	58	110	65	691	624	278	346	106	176	0	0	8	7	8	6	1	0	11	0	14	8	18	6	8	1	3	4	1	0	3	4	2	2	0	0	0	8	10	14	2	3	0	0	0	0	23	79	30	9	19	6	0	0	3	0	0	1	4	3	4	0	1	0	1	6	0	0	0	0
139539_COM_NODE_4238_length_17258_cov_3.747835	45	63	27	699	531	320	460	60	131	13	0	2	0	2	4	0	0	1	0	0	0	2	0	0	2	6	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0
139539_COM_NODE_4393_length_16788_cov_5.253511	410	491	503	859	915	241	380	10	32	98	76	79	17	26	22	2	2	2	5	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	6	3	7	0	0	0	0	2	4	0	0	4	0	0	0	0	183	157	69	44	12	39	0	4	0	2	0	1	0	0	0
139539_COM_NODE_4757_length_15916_cov_13.140849	51	51	45	2066	1907	749	1227	388	816	4	5	2	9	0	5	1	12	0	0	0	2	14	2	2	3	19	63	0	4	4	6	0	0	0	11	5	29	30	38	39	56	70	0	11	49	6	0	4	14	2	16	1	0	0	5	14	12	52	14	15	144	124	156	0	2	0	18	0	2
139540_COM_NODE_15_length_233522_cov_13.477494	17642	14002	12841	37719	32731	13319	17391	4439	9084	12597	9063	14105	3646	3579	3277	2902	4678	3403	1578	2084	807	924	602	576	1373	399	709	1081	541	1074	756	705	458	76	119	99	2711	2556	2894	486	497	778	68	30	102	7076	4016	5836	2464	3410	3989	229	501	504	28802	20119	27483	15358	8931	13309	2553	1549	1735	268	261	247	67	100	76
139540_COM_NODE_16_length_225013_cov_13.326914	23	8	2	31285	31137	9473	12575	1213	2532	4	0	1	6	10	1	41	31	12	0	0	0	0	0	0	6	7	6	0	0	0	2	0	0	0	0	0	15	26	22	24	28	63	7	1	8	2	0	4	13	5	8	0	4	0	19	13	28	138	80	58	75	57	38	1	2	0	2	2	2
139540_COM_NODE_17_length_214979_cov_19.375710	8	5	7	37721	43167	17737	32797	17385	32583	62	20	60	1104	1369	1156	6902	10313	11630	0	12	3	251	86	66	5467	1666	3486	8	5	4	127	93	37	747	861	1034	13	12	13	772	821	1020	885	637	2809	1	2	2	4	4	0	53	65	73	7	11	16	105	33	60	100	65	54	122	178	101	441	329	515
139540_COM_NODE_41_length_158354_cov_9.773283	2287	2694	2443	13885	16222	5605	7510	383	832	2822	2320	3374	1521	1867	1691	330	263	533	92	139	60	578	239	266	232	166	214	378	122	393	1034	1156	638	58	193	56	179	176	156	533	585	640	45	28	110	1583	1501	1908	729	777	760	27	72	28	391	245	481	294	206	276	25	14	19	572	643	375	38	40	33
139540_COM_NODE_84_length_122699_cov_23.978637	4565	5421	4884	23557	29971	8246	11682	562	1213	5435	4983	13643	1408	1693	1833	71	29	259	748	1033	1069	1596	482	443	105	93	139	190	38	240	288	414	188	24	55	14	2988	2787	1442	290	376	570	8	5	60	2461	1605	2441	198	292	442	12	25	33	11	9	18	245	211	74	42	35	49	86	253	140	20	3	25
139540_COM_NODE_92_length_116995_cov_16.075141	1982	1129	919	16814	19404	6268	10056	2224	3928	9576	1468	2614	308	446	417	64	814	192	44	1261	327	2054	321	214	407	222	553	4	26	13	462	211	12	33	145	246	621	516	898	62	29	188	127	11	234	291	95	1022	65	176	225	0	26	51	184	201	434	1805	792	283	951	711	613	100	397	26	228	50	272
139540_COM_NODE_149_length_99477_cov_6.993673	316	407	439	6417	7297	2616	4270	1024	2013	362	268	627	318	375	387	22	29	29	20	26	32	103	57	47	43	42	95	435	125	288	398	364	219	2	39	7	631	448	352	329	343	727	45	46	217	50	24	58	38	52	56	5	0	29	153	87	257	316	259	210	84	59	95	143	201	62	29	0	14
139540_COM_NODE_180_length_92986_cov_7.798506	293	279	213	7192	7574	2830	3923	210	489	312	80	82	128	169	191	0	7	14	0	2	1	13	12	12	1	3	2	473	151	373	1059	950	741	14	91	14	869	671	948	112	123	199	6	0	19	294	150	415	328	553	748	14	25	57	16	16	29	21	4	0	6	2	8	200	331	151	7	8	3
139540_COM_NODE_182_length_92828_cov_11.975079	616	800	740	10552	11505	3291	5265	994	1856	69	28	80	35	17	23	16	56	18	0	1	2	2	0	0	11	10	32	0	0	0	4	0	0	0	6	6	2	4	2	14	10	32	1	2	12	74	43	69	53	72	94	3	4	2	499	207	614	558	389	269	45	31	61	0	6	6	2	10	3
139540_COM_NODE_200_length_89443_cov_11.944254	937	945	851	9800	11017	4580	7545	1711	3335	3427	205	519	163	216	255	85	1079	99	0	54	28	150	11	18	272	128	336	4	10	5	122	76	3	1	34	74	474	349	587	88	115	697	32	18	97	42	108	189	45	94	116	8	8	33	320	217	517	347	108	118	112	65	88	63	102	9	62	67	66
139540_COM_NODE_506_length_60089_cov_7.258620	906	1127	1068	4109	4480	1444	1973	109	279	224	129	243	174	217	210	20	13	33	2	4	2	40	13	21	16	16	22	36	27	46	51	36	32	7	10	5	689	633	594	88	151	135	4	0	11	38	40	40	30	25	29	2	2	4	239	181	372	365	197	207	43	38	48	24	27	10	19	2	1
139540_COM_NODE_509_length_59858_cov_9.255322	873	1142	1090	4211	5703	1715	2067	91	286	376	605	2159	140	168	146	4	10	71	84	44	21	30	12	11	20	12	6	2	0	0	2	2	2	9	13	2	29	20	6	0	6	10	3	1	4	0	0	0	0	0	0	0	0	0	3	2	6	0	6	9	0	8	2	15	8	2	16	3	14
139540_COM_NODE_538_length_58623_cov_11.654675	7345	7589	7147	6833	7102	2568	3258	121	270	781	1405	2823	501	420	429	1190	894	979	55	57	29	160	125	116	927	417	420	89	52	68	57	95	36	1270	1465	1173	1598	1552	887	311	518	537	407	350	799	144	177	89	75	148	69	209	223	247	18	29	54	31	20	20	12	10	12	131	88	49	619	639	589
139540_COM_NODE_540_length_58508_cov_5.412639	12	24	4	2680	3313	1030	1538	124	316	30	14	20	25	19	11	10	4	27	37	2	9	12	20	9	8	0	10	3950	1590	3685	321	460	345	2	29	2	12	15	12	14	40	65	0	0	2	172	102	138	64	63	88	12	6	13	152	109	243	369	297	423	31	27	28	284	169	92	0	0	0
139540_COM_NODE_545_length_58254_cov_26.720012	408	471	413	16408	14499	7426	19080	11980	24273	1029	92	182	85	92	90	80	546	159	11	29	9	85	25	12	63	97	276	14	1	3	351	327	269	1005	1577	800	1241	1015	1440	471	436	1263	1049	1223	6132	299	227	545	408	398	918	595	600	1080	8	11	11	72	31	5	91	60	78	898	2403	1083	1231	124	649
139540_COM_NODE_627_length_54273_cov_6.488620	469	463	411	3625	3621	1568	2913	1240	2189	602	62	118	24	62	50	37	446	204	2	24	0	39	6	6	122	45	159	8	3	6	36	13	2	2	25	41	281	233	276	8	11	29	17	3	49	167	191	295	109	139	183	0	5	18	197	175	360	306	114	201	37	38	33	56	38	5	19	27	47
139540_COM_NODE_855_length_46016_cov_5.603969	290	317	259	2984	2714	1397	1894	15	23	97	23	50	3	2	0	0	2	2	2	4	0	12	0	0	0	0	2	76	8	35	49	20	14	0	4	0	178	84	185	6	2	18	0	0	6	0	1	0	0	0	4	0	0	0	2	1	0	14	4	5	6	12	6	87	54	2	0	0	0
139540_COM_NODE_858_length_45926_cov_5.526673	10	4	2	2047	2137	986	6432	7301	14317	4	4	4	139	152	135	242	587	908	2	0	0	28	12	12	102	208	394	3	1	0	39	44	43	34	84	36	6	0	0	27	22	64	29	103	495	2	0	0	13	8	31	178	230	377	3	3	4	69	49	78	20	9	14	432	255	49	100	8	25
139540_COM_NODE_953_length_43927_cov_11.366316	43	10	10	4155	4195	2056	3944	2958	5734	50	4	9	28	54	42	266	957	140	0	3	0	30	0	2	68	74	201	0	0	0	7	5	2	2	17	7	1	0	0	12	13	17	7	26	115	0	0	1	0	0	0	2	0	5	279	200	289	858	457	704	58	56	69	43	23	1	26	6	12
139540_COM_NODE_973_length_43536_cov_5.218716	9	5	12	2235	2387	1109	4466	3938	7754	13	3	14	18	24	21	46	74	112	1	3	4	15	0	0	110	109	199	0	0	0	148	180	135	120	162	134	0	6	0	3	7	7	54	85	340	0	0	0	0	0	2	33	49	49	1	3	0	4	0	1	6	5	3	89	209	133	153	31	52
139540_COM_NODE_1012_length_42655_cov_5.756103	576	801	767	2340	2583	721	1003	53	193	55	43	70	41	44	28	0	21	6	20	10	14	28	30	21	0	0	9	57	23	44	5	39	10	6	5	2	6	12	6	5	2	3	0	0	1	85	71	159	99	127	188	4	2	7	3	1	2	2	0	0	0	0	0	16	13	8	2	0	0
139540_COM_NODE_1032_length_42108_cov_11.487147	1596	2037	1915	4114	4958	1501	2187	155	351	1502	910	1199	2401	3056	3314	24	13	92	72	281	109	453	446	457	142	89	127	16	10	30	85	103	67	269	196	210	17	19	22	15	14	25	32	35	65	0	0	0	0	1	2	1	1	5	35	19	34	714	523	241	50	86	42	34	75	34	459	148	473
139540_COM_NODE_1054_length_41691_cov_7.374315	948	1132	1007	2812	3204	1060	1520	117	283	215	152	285	397	408	399	32	20	119	1016	1028	744	506	330	448	836	500	380	22	13	27	32	29	28	85	84	71	6	1	2	5	4	7	5	1	15	0	1	2	1	2	0	35	39	73	8	0	1	0	2	0	0	0	0	26	15	9	57	25	34
139540_COM_NODE_1109_length_40292_cov_4.824192	18	25	23	1680	2090	578	852	17	72	18	11	19	4	7	10	0	0	0	11	19	2	2	6	3	0	0	2	228	72	216	14	38	24	0	2	0	107	127	83	96	164	166	0	0	8	1064	734	965	449	357	543	18	26	28	19	8	26	16	9	10	4	0	6	33	22	11	0	0	2
139540_COM_NODE_1126_length_40088_cov_4.180326	23	33	23	1385	1708	427	621	36	88	15	17	24	21	20	21	8	4	0	142	115	105	173	84	70	45	8	21	38	5	31	31	39	22	2	5	5	1	1	4	10	19	7	6	2	11	185	165	187	227	173	334	5	4	4	5	3	15	22	10	10	0	0	2	38	27	17	2	2	7
139540_COM_NODE_1168_length_39332_cov_20.728951	1222	1187	1140	7031	8374	2336	3246	139	334	355	412	1126	304	288	390	9	6	213	70	49	35	101	51	45	17	26	17	15	0	6	13	6	18	0	2	0	665	590	345	28	28	44	0	0	0	36	21	28	7	17	8	0	4	0	0	0	4	18	13	6	2	8	4	2	16	6	4	0	2
139540_COM_NODE_1181_length_39162_cov_9.257754	346	388	392	3257	3731	1135	1623	474	846	35	57	49	25	49	32	6	23	121	0	2	0	5	2	0	9	16	29	0	0	0	0	2	3	8	14	16	0	1	3	0	2	5	10	17	91	0	0	0	0	0	2	0	1	3	20	21	35	248	161	111	35	15	22	0	0	0	27	0	9
139540_COM_NODE_1192_length_39012_cov_5.818004	14	13	18	1413	2361	1284	5012	3930	7526	133	12	25	4	4	6	19	233	39	0	1	0	23	2	4	23	46	147	3	4	4	4	1	1	6	17	14	6	6	31	3	0	8	16	4	77	0	0	6	0	0	0	2	0	0	147	98	244	1482	370	287	4142	3128	3327	66	42	4	61	16	39
139540_COM_NODE_1217_length_38583_cov_9.477653	0	0	0	4361	3768	2141	14510	14130	28497	0	0	0	9	9	30	45	269	106	2	0	0	2	0	0	5	10	44	0	0	0	10	16	24	39	80	45	0	0	0	13	48	32	90	191	318	18	33	17	138	129	203	170	117	162	4	2	8	24	33	22	13	11	12	37	13	16	346	64	106
139540_COM_NODE_1236_length_38224_cov_14.992795	539	653	613	5219	5941	1929	2364	148	269	39	16	22	37	36	30	8	16	9	4	5	0	16	16	22	18	6	4	13	7	8	10	13	8	19	11	8	20	11	6	35	87	79	13	34	76	180	205	225	650	669	921	269	242	224	380	275	527	208	201	227	6	12	22	8	26	13	18	12	8
139540_COM_NODE_1243_length_38108_cov_6.007384	52	68	44	2937	2366	1340	1899	271	565	78	5	20	4	2	2	8	45	22	0	2	0	8	0	0	3	2	24	0	0	0	6	0	0	0	1	0	20	2	34	0	0	0	0	1	8	6	8	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	16	16	0	6	0	8
139540_COM_NODE_1291_length_37272_cov_4.887390	139	169	133	1979	1915	813	1577	601	1152	695	36	109	39	69	45	9	90	68	13	11	7	52	15	17	32	28	67	8	11	12	34	34	23	0	14	18	29	10	42	4	5	28	4	16	61	54	31	43	16	43	41	0	3	5	12	18	30	38	10	13	10	2	15	112	54	8	50	15	23
139540_COM_NODE_1301_length_37127_cov_5.841120	2	0	1	1350	1607	533	1144	640	1311	2	1	0	89	91	113	33	95	37	0	1	0	3	0	0	4	10	28	0	0	0	4	2	11	4	10	2	1	0	1	3	0	6	0	3	6	0	2	4	0	2	4	13	10	51	3	0	0	28	20	20	11	12	15	8	4	0	3	2	2
139540_COM_NODE_1407_length_35784_cov_7.864452	124	150	128	3040	2923	1495	1882	76	179	25	12	12	8	10	12	0	1	0	0	0	0	0	0	2	0	0	11	0	0	0	7	9	4	0	0	0	9	2	4	0	0	0	3	1	14	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	9	7	0	0	0	0
139540_COM_NODE_1451_length_35248_cov_4.917114	91	88	100	1831	1841	828	1404	519	906	460	50	101	36	24	60	6	25	13	3	17	9	41	5	14	12	7	49	0	0	0	23	4	11	9	9	13	10	8	12	3	4	10	18	8	51	171	73	129	70	290	192	59	57	51	3	8	2	11	1	2	5	0	6	20	12	3	22	2	11
139540_COM_NODE_1464_length_35107_cov_4.763865	191	198	174	2027	1864	773	1353	534	1015	630	211	260	203	305	290	31	127	120	263	247	145	437	247	269	73	79	135	1057	351	826	866	743	671	84	148	73	139	110	190	146	166	428	69	117	541	44	33	56	84	98	150	9	7	12	49	44	131	55	60	33	3	12	5	1607	1082	433	120	74	69
139540_COM_NODE_1476_length_34949_cov_8.023930	4	7	9	3005	2939	1076	4333	3725	7731	19	2	3	276	351	358	352	393	1698	0	0	0	98	17	4	162	329	829	0	0	0	16	48	31	145	210	103	0	4	2	479	674	677	150	280	758	0	0	0	1	1	3	20	27	13	0	0	0	0	1	0	4	3	2	137	118	64	223	54	46
139540_COM_NODE_1510_length_34687_cov_8.433270	0	0	0	2660	3064	836	1067	199	451	2	0	0	14	21	13	33	24	12	0	0	0	10	7	4	189	136	183	0	0	0	4	0	5	9	23	8	0	0	2	11202	14780	14811	416	366	962	0	0	0	0	0	0	5	0	7	0	0	0	13	13	2	0	2	4	10	49	24	16	0	16
139540_COM_NODE_1515_length_34663_cov_4.691256	81	104	68	1160	1335	455	754	453	639	12	21	15	16	7	9	5	5	9	0	0	0	4	1	0	1	7	7	0	0	0	17	14	15	3	13	13	4219	3618	3592	934	1036	1396	67	74	292	230	250	284	301	432	767	187	254	193	4	3	15	10	7	2	10	16	10	15	71	25	2	0	0
139540_COM_NODE_1561_length_34216_cov_7.728374	913	955	835	2563	2753	981	1331	45	79	1003	993	1917	920	1157	934	3	7	24	221	102	164	267	113	131	9	86	129	18	3	14	21	24	28	7	15	0	6	12	0	3	3	9	1	13	55	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	70	39	7	62	38	26
139540_COM_NODE_1638_length_33327_cov_8.678198	5	7	2	3145	2842	1759	5440	3849	7461	7	0	0	14	13	10	43	283	90	0	0	0	3	0	1	7	20	29	4	0	2	28	18	25	197	207	93	6	0	6	57	70	115	180	290	2032	0	2	4	16	15	19	52	26	35	2	1	2	28	15	27	8	8	16	88	46	33	222	95	92
139540_COM_NODE_1660_length_33062_cov_9.157785	197	235	238	2881	3031	1201	2168	837	1591	272	116	205	89	319	600	9	49	52	79	75	65	143	87	75	22	86	102	75	7	48	49	92	68	7	52	10	113	161	52	14	12	46	13	22	91	28	33	29	62	33	37	4	5	12	8	4	3	9	5	13	8	14	5	106	73	23	28	8	4
139540_COM_NODE_1665_length_32993_cov_7.677576	376	387	329	2760	2705	1118	1504	25	42	323	121	200	37	58	41	71	76	83	132	48	105	116	27	25	4	2	7	9	0	8	10	6	0	1	0	0	9	7	7	3	0	2	0	0	0	18	13	42	13	20	11	3	0	0	13	4	17	34	9	24	9	10	27	79	40	8	4	2	11
139540_COM_NODE_1689_length_32732_cov_6.607614	73	70	69	1811	2283	612	858	115	187	147	89	203	85	148	262	14	22	2	34	28	16	73	21	14	15	5	11	0	1	2	16	51	10	1	4	0	274	365	58	19	16	8	0	0	10	10	6	17	1	0	3	0	0	2	0	0	1	17	10	5	6	0	1	6	17	3	4	2	0
139540_COM_NODE_1741_length_32158_cov_20.466467	304	468	641	6363	6653	917	1270	121	292	8	12	5	20	6	16	4	7	0	4	0	0	6	0	0	2	0	0	0	0	0	1	4	0	7	8	17	4	2	3	3	0	3	1	7	14	0	0	0	16	51	47	8	3	9	174	352	61	137	80	124	25	19	22	37	18	9	6	3	4
139540_COM_NODE_1803_length_31497_cov_5.347656	10	20	16	1408	1606	584	902	43	190	108	36	70	59	80	69	6	3	12	6	6	3	18	26	8	9	9	17	24	5	7	45	43	18	2	3	0	2	0	0	8	11	9	2	4	12	359	397	512	299	324	499	20	22	23	0	0	0	1	0	0	0	0	0	48	29	2	1	0	0
